72	0	驾驶室未激活	1	-1	0	1	0	0	
131	1		1	-1	0	0	0	0	
4851	2	执行制动测试	0	10	0	0	4802,-4851,4854	0	
4852	3	执行制动测试	0	9	0	0	4802,-4852,4854|-4852	0	
74	4	正在进行制动测试	1	-1	0	0	0	0	
75	5	制动测试成功	1	-1	0	0	0	0	
76	6	制动测试失败,是否重新进行制动测试？	0	10	0	0	4817	0	
4854	7	确认CTCS-2	0	9	0	0	4803,-4854,-4804|-4854	4,13,4	
4855	8	确认CTCS-3	0	9	0	0	4804,-4855|-4855	4,13,4	
4856	9	确认启动	0	10	0	0	4801,-4856,-4857	0	
4814	15		1	-1	0	0	-4814	0	
4849	16	执行制动测试	0	10	0	0	4802,-4849	0	
4850	17	执行制动测试	0	9	0	0	4802,-4850	0	
	车载信号加								
144	19	进入待机模式	2	-1	0	0	0	0	
145	20	进入部分监控模式	2	-1	0	0	0	0	
146	21	进入目视行车模式	2	-1	0	0	0	0	
147	22	进入调车模式	2	-1	0	0	0	0	
148	23	进入引导模式	2	-1	0	0	0	0	
149	24	进入机车信号模式	2	-1	0	0	0	0	
150	25	进入完全监控模式	2	-1	0	0	0	0	
151	26	进入*模式预留	2	-1	0	0	0	0	
152	27	进入*模式预留	2	-1	0	0	0	0	
153	28	进入*模式预留	2	-1	0	0	0	0	
154	29	进入CTCS-0级	1	-1	0	0	0	0	
155	30	进入CTCS-2级	1	-1	0	0	0	0	
156	31	进入CTCS-3级	1	-1	0	0	0	0	
157	32	进入CTCS-*级预留	1	-1	0	0	0	0	
158	33	进入CTCS-*级预留	1	-1	0	0	0	0	
159	34	C0级间转换预告	3	-1	0	0	0	0	
160	35	C2级间转换预告	3	-1	0	0	0	0	
161	36	C3级间转换预告	3	-1	0	0	0	0	
162	37	C*级间转换预告预留	3	-1	0	0	0	0	
163	38	C*级间转换预告预留	3	-1	0	0	0	0	
164	39	常用制动缓解	3	-1	0	0	0	0	
165	40	司机室未激活	3	-1	0	0	0	0	
166	41	RBC拒绝调车	3	-1	0	0	0	0	
167	42	RBC允许调车	3	-1	0	0	0	0	
168	43	列车冒进确认	3	-1	0	0	0	0	
169	44	越行确认	3	-1	0	0	0	0	
170	45	警惕确认	3	-1	0	0	0	0	
171	46	冒进确认	3	-1	0	0	0	0	
172	47	无法与RBC建立连接	3	-1	0	0	0	0	
173	48	不在RBC管辖范围	3	-1	0	0	0	0	
174	49	确认越行	3	-1	0	0	0	0	
175	50	常用制动故障	3	-1	0	0	0	0	
176	51	列车防护制动	3	-1	0	0	0	0	
177	52	正在与RBC进行连接	3	-1	0	1	0	0	
178	53	与RBC进行连接成功	3	-1	0	0	0	0	
179	54	引导确认	3	-1	0	0	0	0	
180	55	位置未知	3	-1	0	0	0	0	
	故障								
181	56	STM双系故障	3	-1	0	0	0	0	
182	57	链严重故障	3	-1	0	0	0	0	
183	58	轨道电路传输模块故障	3	-1	0	0	0	0	
184	59	GSM-R网络丢失	3	-1	0	0	0	0	
185	60	与RBC无连接	3	-1	0	0	0	0	
186	61	应答器接收模块故障	3	-1	0	0	0	0	
187	62	测速系统故障	3	-1	0	0	0	0	
188	63	FSK连续式传输故障	3	-1	0	0	0	0	
189	64	链严重故障	3	-1	0	0	0	0	
190	65	速度传感器故障	3	-1	0	0	0	0	
191	66	地面设备故障	3	-1	0	0	0	0	
192	67	ATPCU故障	3	-1	0	0	0	0	
193	68	安全软件故障	3	-1	0	0	0	0	
194	69	DMI与主机通信中断	3	-1	0	0	0	0	
195	70	应答器报文错误	3	-1	0	0	0	0	
196	71	CTCS2故障	3	-1	0	0	0	0	
197	72	BTM故障	3	-1	0	0	0	0	
198	73	应答器信息丢失	3	-1	0	0	0	0	
199	74	无线连接超时	3	-1	0	0	0	0	
	确认文本							    	
200	100	警惕确认	0	10	0	0	4815	0	
201	101	冒进确认	0	10	0	0	4818	0	
202	102	确认越行	0	10	0	0	4819	0	
203	103	常用制动故障	0	10	0	0	4820	0	
204	104	进入CTCS-3级	0	10	0	0	4821	0,0,0	
205	105	进入CTCS-2级	0	10	0	0	4822	0	
206	106	进入引导确认	0	10	0	0	4823	0	
207	107	确认CTCS-3	0	10	0	1	4825,-4824	0,411,0	
4860	108	确认CTCS-2	0	9	0	0	4803,-4860,-4804|-4860	0,13,0	
210	109	紧急制动缓解	3	-1	0	0	0	0	
211	110	禁止调车	3	-1	0	1	0	0	
4858	111	执行制动测试	0	10	0	0	4802,-4858	4	
212	112	应答器信息缺失	0	10	0	0	4826	0	
213	113	位置错误	3	-1	0	0	0	0	
214	114	SDP故障	3	-1	0	0	0	0	
215	115	主机与DMI通信中断	3	-1	0	0	0	0	
4862	116	确认CTCS-2	0	9	0	0	4803,-4862,-4804|-4862	0,0,0	
